slice_id,position_pct,position_decile,section_key,start_para,end_para,start_line,end_line,paragraph_count,char_len_no_punct,sentence_count,median_sentence_len,primary_function,secondary_functions,transition_hits,marker_hits,direct_reader_hits,plain_translation_hits,turn_hits,judgment_hits,scene_hits,humor_hits,fact_anchor_hits,character_pressure_hits,closure_hits,dialogue_hits,inventory_hits
FS00623,34.03,4,V003-P009-C057-S000,8788,8811,17780,17826,24,694,23,26,dialogue_scene,turn|character|humor_aside,4,45,4,0,4,0,4,4,2,5,1,21,0
FS00624,34.08,4,V003-P009-C057-S000,8812,8830,17828,17867,19,464,17,13,humor_aside,narration|closure|inventory,0,15,2,0,0,0,0,8,3,0,1,0,1
FS00625,34.13,4,V003-P009-C058-S000,8831,8854,17869,17915,24,717,24,19.5,humor_aside,closure|inventory|narration,1,20,4,0,0,0,1,8,3,0,2,0,2
FS00626,34.19,4,V003-P009-C058-S000,8855,8862,17917,17931,8,696,9,71,turn,dialogue_scene|humor_aside|narration,4,13,0,0,3,1,2,2,2,0,0,2,1
FS00627,34.24,4,V003-P009-C058-S000,8863,8878,17933,17963,16,689,14,50.5,narration,closure|explanation|humor_aside,3,17,5,1,0,0,3,2,2,0,2,1,1
FS00628,34.3,4,V003-P009-C058-S000,8879,8895,17965,17997,17,758,20,36.5,humor_aside,turn|dialogue_scene|character,6,24,1,0,4,0,4,6,0,2,2,3,2
FS00629,34.35,4,V003-P009-C058-S000,8896,8917,17999,18041,22,710,20,34.0,dialogue_scene,humor_aside|closure|character,4,40,2,1,0,0,1,8,3,2,4,18,1
FS00630,34.41,4,V003-P009-C058-S000,8918,8935,18043,18077,18,740,15,50,dialogue_scene,turn|closure|narration,4,24,2,0,4,1,1,0,3,0,2,11,0
FS00631,34.46,4,V003-P009-C058-S000,8936,8948,18079,18103,13,751,19,39,humor_aside,turn|dialogue_scene|inventory,2,17,3,0,2,0,1,4,2,1,0,2,2
FS00632,34.52,4,V003-P009-C058-S000,8949,8967,18105,18141,19,749,19,41,turn,narration|closure|humor_aside,6,23,1,1,7,0,3,2,5,0,2,0,2
FS00633,34.57,4,V003-P009-C058-S000,8968,8987,18143,18181,20,756,22,25.5,dialogue_scene,character|humor_aside|inventory,2,30,3,1,1,0,2,2,1,3,1,14,2
FS00634,34.63,4,V003-P009-C058-S000,8988,9008,18183,18223,21,725,21,40,dialogue_scene,judgment|narration|closure,2,23,2,0,1,3,0,0,5,1,2,9,0
FS00635,34.68,4,V003-P009-C058-S000,9009,9025,18225,18257,17,697,18,33.0,turn,dialogue_scene|humor_aside|explanation,5,17,2,1,6,1,1,2,1,0,0,3,0
FS00636,34.74,4,V003-P009-C058-S000,9026,9038,18259,18283,13,733,15,48,turn,narration|character|inventory,5,10,0,0,3,0,3,0,2,1,0,0,1
FS00637,34.79,4,V003-P009-C058-S000,9039,9060,18285,18327,22,752,22,28.0,dialogue_scene,judgment|narration|closure,3,25,3,0,1,2,2,2,3,1,2,9,0
FS00638,34.84,4,V003-P009-C058-S000,9061,9089,18329,18385,29,749,32,20.5,dialogue_scene,turn|judgment|explanation,5,43,9,1,4,2,3,0,1,1,0,22,0
FS00639,34.9,4,V003-P009-C058-S000,9090,9108,18387,18423,19,695,20,33.5,dialogue_scene,turn|closure|narration,5,23,2,0,4,1,4,2,1,0,3,6,0
FS00640,34.95,4,V003-P009-C058-S000,9109,9116,18425,18439,8,469,11,34,character,closure|narration|explanation,2,24,9,1,1,1,1,0,4,3,3,0,1
FS00641,35.01,4,V003-P010-C059-S000,9117,9129,18446,18470,13,738,15,42,turn,character|narration|closure,4,18,0,0,4,0,3,1,3,5,1,0,1
FS00642,35.06,4,V003-P010-C059-S000,9130,9143,18472,18498,14,712,19,28,character,closure|humor_aside|turn,3,17,1,0,2,1,1,3,0,4,3,2,0
FS00643,35.12,4,V003-P010-C059-S000,9144,9155,18500,18522,12,659,16,40.5,dialogue_scene,turn|narration|humor_aside,4,19,0,0,3,1,3,2,2,0,0,7,1
FS00644,35.17,4,V003-P010-C059-S000,9156,9166,18524,18544,11,702,14,48.5,narration,dialogue_scene|turn|humor_aside,5,31,5,0,3,2,7,4,4,0,1,5,0
FS00645,35.23,4,V003-P010-C059-S000,9167,9180,18546,18572,14,698,16,40.5,humor_aside,dialogue_scene|narration|turn,2,25,1,0,2,0,3,6,5,1,1,4,2
FS00646,35.28,4,V003-P010-C059-S000,9181,9189,18574,18590,9,699,10,60.5,humor_aside,dialogue_scene|narration|judgment,1,18,2,0,1,1,0,5,4,0,1,3,1
FS00647,35.34,4,V003-P010-C059-S000,9190,9207,18592,18626,18,757,17,38,humor_aside,dialogue_scene|character|turn,3,27,4,0,2,0,2,8,2,3,0,6,0
FS00648,35.39,4,V003-P010-C059-S000,9208,9216,18628,18644,9,748,15,42,closure,inventory|narration|character,2,21,0,0,0,0,1,2,5,2,5,2,4
FS00649,35.45,4,V003-P010-C059-S000,9217,9233,18646,18678,17,740,20,32.5,judgment,humor_aside|closure|narration,5,33,6,1,2,5,5,6,1,0,3,2,2
FS00650,35.5,4,V003-P010-C059-S000,9234,9247,18680,18706,14,731,15,45,character,dialogue_scene|inventory|humor_aside,3,19,0,0,0,1,4,2,0,5,1,3,3
FS00651,35.55,4,V003-P010-C059-S000,9248,9264,18708,18740,17,697,21,31,turn,narration|humor_aside|judgment,2,11,0,0,2,1,3,2,2,1,0,0,0
FS00652,35.61,4,V003-P010-C059-S000,9265,9280,18742,18772,16,682,19,32,character,dialogue_scene|humor_aside|narration,2,20,6,1,0,0,3,2,1,3,1,2,1
FS00653,35.66,4,V003-P010-C059-S000,9281,9299,18774,18810,19,731,21,28,closure,judgment|narration|turn,4,24,4,1,2,3,1,1,5,0,7,0,0
FS00654,35.72,4,V003-P010-C059-S000,9300,9313,18812,18838,14,740,18,31.0,inventory,turn|closure|humor_aside,6,24,5,2,3,0,1,4,0,0,4,0,5
FS00655,35.77,4,V003-P010-C059-S000,9314,9326,18840,18864,13,720,21,32,judgment,closure|explanation|dialogue_scene,4,18,2,2,1,3,1,0,0,1,4,2,2
FS00656,35.83,4,V003-P010-C059-S000,9327,9338,18866,18888,12,723,12,50.5,turn,closure|judgment|narration,3,8,0,0,2,1,3,0,0,0,2,0,0
FS00657,35.88,4,V003-P010-C059-S000,9339,9361,18890,18934,23,696,21,31,dialogue_scene,humor_aside|turn|narration,5,32,1,0,3,1,4,6,3,1,1,12,0
FS00658,35.94,4,V003-P011-C060-S000,9362,9380,18941,18977,19,742,18,38.5,turn,narration|judgment|character,4,22,4,0,5,2,3,0,4,2,0,2,0
FS00659,35.99,4,V003-P011-C060-S000,9381,9400,18979,19017,20,718,19,33,turn,narration|dialogue_scene|closure,6,29,5,0,4,0,3,1,6,1,3,4,2
FS00660,36.05,4,V003-P011-C060-S000,9401,9411,19019,19039,11,741,18,36.5,judgment,character|narration,3,9,3,0,0,2,1,0,1,2,0,0,0
FS00661,36.1,4,V003-P011-C060-S000,9412,9426,19041,19069,15,734,16,46.0,judgment,dialogue_scene|narration|turn,2,22,1,1,2,4,2,0,4,1,0,5,2
FS00662,36.16,4,V003-P011-C060-S000,9427,9446,19071,19109,20,714,19,36,dialogue_scene,turn|judgment|narration,2,18,2,0,3,2,2,0,0,0,0,9,0
FS00663,36.21,4,V003-P011-C060-S000,9447,9464,19111,19145,18,748,21,39,dialogue_scene,turn|narration|character,5,29,1,0,4,0,7,0,2,2,1,12,0
FS00664,36.26,4,V003-P011-C060-S000,9465,9483,19147,19183,19,745,21,33,dialogue_scene,turn|closure|narration,5,25,0,1,3,1,3,0,2,2,4,7,2
FS00665,36.32,4,V003-P011-C060-S000,9484,9499,19185,19218,16,501,17,28,dialogue_scene,turn|closure|narration,6,26,3,0,4,0,3,0,1,1,2,12,0
FS00666,36.37,4,V003-P011-C061-S000,9500,9515,19220,19250,16,702,18,39.5,narration,character|turn|humor_aside,1,17,0,0,2,1,1,2,6,3,0,0,2
FS00667,36.43,4,V003-P011-C061-S000,9516,9532,19252,19284,17,694,21,21,dialogue_scene,character|humor_aside|inventory,2,13,0,0,1,0,1,2,0,2,1,4,2
FS00668,36.48,4,V003-P011-C061-S000,9533,9556,19286,19332,24,690,23,24,dialogue_scene,humor_aside|narration|turn,3,38,4,0,2,0,5,4,1,1,1,18,2
FS00669,36.54,4,V003-P011-C061-S000,9557,9569,19334,19358,13,712,15,46,turn,dialogue_scene|character|humor_aside,4,24,4,0,7,1,2,2,0,3,0,4,1
FS00670,36.59,4,V003-P011-C061-S000,9570,9594,19360,19408,25,744,23,27,dialogue_scene,turn|humor_aside|narration,6,27,2,1,4,1,2,4,3,0,1,9,0
FS00671,36.65,4,V003-P011-C061-S000,9595,9613,19410,19446,19,759,24,21.5,dialogue_scene,explanation|judgment|turn,4,29,1,3,1,2,1,0,0,0,1,20,0
FS00672,36.7,4,V003-P011-C061-S000,9614,9635,19448,19490,22,755,23,31,dialogue_scene,explanation|judgment|turn,3,47,21,2,2,2,3,2,0,0,1,12,2
FS00673,36.76,4,V003-P011-C061-S000,9636,9646,19492,19515,11,490,12,48.5,dialogue_scene,turn|closure|explanation,4,39,8,1,2,1,2,1,1,1,2,20,0
FS00674,36.81,4,V003-P011-C062-S000,9647,9669,19517,19561,23,741,20,37.5,dialogue_scene,turn|closure|judgment,5,42,6,0,4,2,3,0,0,0,3,22,2
FS00675,36.87,4,V003-P011-C062-S000,9670,9690,19563,19603,21,738,18,37.0,dialogue_scene,turn|character|humor_aside,7,41,2,0,7,2,2,6,0,7,1,12,2
FS00676,36.92,4,V003-P011-C062-S000,9691,9701,19605,19625,11,673,13,50,dialogue_scene,turn|closure|explanation,3,44,2,2,3,0,0,3,2,1,3,28,0
FS00677,36.97,4,V003-P011-C062-S000,9702,9728,19627,19679,27,759,25,22,dialogue_scene,turn|humor_aside|character,6,43,1,0,5,0,4,6,0,3,1,22,1
FS00678,37.03,4,V003-P011-C062-S000,9729,9742,19681,19707,14,726,16,46.0,dialogue_scene,closure|judgment|turn,3,35,1,1,2,2,4,0,0,0,3,22,0
FS00679,37.08,4,V003-P011-C062-S000,9743,9757,19709,19737,15,758,19,38,character,dialogue_scene|humor_aside|explanation,4,25,0,2,2,2,1,4,3,5,2,4,0
FS00680,37.14,4,V003-P011-C062-S000,9758,9781,19739,19785,24,749,24,26.5,dialogue_scene,character|judgment|turn,5,49,6,0,2,2,4,0,1,13,2,18,1
FS00681,37.19,4,V003-P011-C062-S000,9782,9813,19787,19849,32,737,31,23,dialogue_scene,turn|judgment|character,4,38,5,0,3,2,0,2,0,2,2,22,0
FS00682,37.25,4,V003-P011-C062-S000,9814,9841,19851,19905,28,728,29,18,dialogue_scene,turn|judgment|narration,4,51,6,0,5,4,4,0,1,2,1,28,0
FS00683,37.3,4,V003-P011-C062-S000,9842,9866,19907,19955,25,746,32,19.5,dialogue_scene,turn|narration|character,4,35,10,0,4,0,4,0,0,1,0,16,0
FS00684,37.36,4,V003-P011-C062-S000,9867,9884,19957,19994,18,497,20,13.0,dialogue_scene,turn|narration|judgment,3,22,5,0,3,1,3,0,1,0,1,8,0
FS00685,37.41,4,V003-P011-C063-S000,9885,9899,19996,20024,15,747,18,39.0,humor_aside,turn|character|narration,4,20,1,0,5,0,2,8,1,2,0,0,1
FS00686,37.47,4,V003-P011-C063-S000,9900,9913,20026,20052,14,758,17,43,explanation,narration|closure|humor_aside,6,28,10,4,1,1,3,2,5,0,2,0,0
FS00687,37.52,4,V003-P011-C063-S000,9914,9929,20054,20084,16,690,18,38.5,dialogue_scene,turn|narration|closure,5,28,9,0,4,1,2,0,4,0,2,6,0
FS00688,37.58,4,V003-P011-C063-S000,9930,9947,20086,20120,18,750,19,32,humor_aside,dialogue_scene|inventory|narration,3,23,2,1,1,1,1,6,3,1,1,4,2
FS00689,37.63,4,V003-P011-C063-S000,9948,9969,20122,20164,22,737,24,31.0,dialogue_scene,turn|humor_aside|judgment,3,36,3,0,3,1,2,4,1,1,0,21,0
FS00690,37.68,4,V003-P011-C063-S000,9970,9980,20166,20186,11,683,11,61,humor_aside,judgment|turn|narration,4,15,2,0,2,2,2,4,2,0,1,0,0
FS00691,37.74,4,V003-P011-C063-S000,9981,10001,20188,20228,21,728,22,32.0,dialogue_scene,turn|humor_aside|judgment,4,33,9,0,2,1,2,2,1,0,1,14,1
FS00692,37.79,4,V003-P011-C063-S000,10002,10021,20230,20268,20,735,20,34.0,dialogue_scene,judgment|explanation|turn,4,33,7,2,2,4,0,0,4,0,1,11,2
FS00693,37.85,4,V003-P011-C063-S000,10022,10042,20270,20313,21,461,17,24,dialogue_scene,explanation|turn|judgment,2,23,3,1,2,1,0,0,3,0,0,12,1
FS00694,37.9,4,V003-P011-C064-S000,10043,10076,20315,20381,34,751,30,23.5,dialogue_scene,turn|humor_aside|narration,4,42,8,0,3,0,3,2,0,0,0,26,0
FS00695,37.96,4,V003-P011-C064-S000,10077,10095,20383,20419,19,757,22,34.0,dialogue_scene,character|judgment|turn,3,23,3,1,2,2,1,2,2,3,0,7,0
FS00696,38.01,4,V003-P011-C064-S000,10096,10112,20421,20453,17,707,20,32.5,dialogue_scene,judgment|turn|humor_aside,0,20,2,0,2,2,0,2,2,1,1,8,0
FS00697,38.07,4,V003-P011-C064-S000,10113,10136,20455,20501,24,733,26,23.5,dialogue_scene,turn|inventory|judgment,4,17,3,0,3,1,1,0,0,1,1,5,2
FS00698,38.12,4,V003-P011-C064-S000,10137,10166,20503,20561,30,744,25,28,dialogue_scene,turn|narration|humor_aside,4,33,5,0,3,1,2,2,3,0,1,16,0
FS00699,38.18,4,V003-P011-C064-S000,10167,10190,20563,20609,24,744,25,28,dialogue_scene,turn|narration|character,4,32,2,0,3,0,4,0,2,1,0,20,0
FS00700,38.23,4,V003-P011-C064-S000,10191,10215,20611,20659,25,756,28,28.0,dialogue_scene,judgment|turn|narration,4,38,7,0,4,4,5,0,1,1,1,14,1
FS00701,38.29,4,V003-P011-C064-S000,10216,10238,20661,20705,23,704,26,23.5,dialogue_scene,humor_aside|explanation|inventory,3,12,1,1,0,0,0,2,2,0,0,5,1
FS00702,38.34,4,V003-P011-C064-S000,10239,10261,20707,20751,23,745,24,32.0,turn,dialogue_scene|explanation|judgment,5,13,3,1,3,1,2,0,0,0,1,2,0
FS00703,38.39,4,V003-P011-C064-S000,10262,10297,20753,20823,36,744,36,17.5,dialogue_scene,turn|judgment|inventory,6,43,1,1,5,2,4,0,0,0,0,28,2
FS00704,38.45,4,V003-P011-C064-S000,10298,10319,20825,20867,22,736,17,36,dialogue_scene,humor_aside|narration|turn,4,35,2,1,2,1,2,10,5,0,0,11,1
FS00705,38.5,4,V003-P011-C064-S000,10320,10337,20869,20903,18,627,21,29,turn,humor_aside|narration|closure,5,21,3,1,4,0,5,4,2,0,2,0,0
FS00706,38.56,4,V003-P011-C065-S000,10338,10349,20908,20930,12,709,14,52.0,explanation,judgment|turn|dialogue_scene,6,17,2,2,2,2,1,2,2,1,1,2,0
FS00707,38.61,4,V003-P011-C065-S000,10350,10367,20932,20966,18,751,23,32,dialogue_scene,humor_aside|narration|turn,3,14,1,0,1,0,2,2,1,0,0,7,0
FS00708,38.67,4,V003-P011-C065-S000,10368,10391,20968,21014,24,707,24,27.0,turn,judgment|narration|closure,6,29,4,2,4,3,3,2,6,0,3,2,0
FS00709,38.72,4,V003-P011-C065-S000,10392,10411,21016,21054,20,742,26,22.5,turn,dialogue_scene|closure|inventory,7,25,2,0,4,0,2,2,3,2,3,4,3
FS00710,38.78,4,V003-P011-C065-S000,10412,10437,21056,21106,26,757,27,31,dialogue_scene,turn|humor_aside|narration,4,36,7,0,3,1,4,4,1,0,0,16,0
FS00711,38.83,4,V003-P011-C065-S000,10438,10460,21108,21152,23,734,25,21,turn,character|explanation|dialogue_scene,6,16,0,2,3,0,1,0,3,4,0,2,1
FS00712,38.89,4,V003-P011-C065-S000,10461,10473,21154,21181,13,461,12,36.0,humor_aside,judgment|turn|closure,3,11,1,0,1,1,0,6,1,0,1,0,0
FS00713,38.94,4,V003-P011-C066-S000,10474,10489,21183,21213,16,739,18,36.0,humor_aside,narration|character|turn,5,21,1,0,2,0,4,4,4,3,2,0,1
FS00714,39.0,4,V003-P011-C066-S000,10490,10510,21215,21255,21,757,24,28.5,dialogue_scene,judgment|narration|turn,4,26,1,1,2,3,1,0,7,0,2,9,0
FS00715,39.05,4,V003-P011-C066-S000,10511,10531,21257,21297,21,759,22,29.5,dialogue_scene,turn|humor_aside|narration,3,22,0,0,3,1,4,3,1,1,0,8,1
FS00716,39.1,4,V003-P011-C066-S000,10532,10554,21299,21343,23,690,21,34,turn,dialogue_scene|narration|character,7,28,0,0,9,0,6,0,4,1,0,7,1
FS00717,39.16,4,V003-P011-C066-S000,10555,10569,21345,21373,15,732,19,39,narration,character|dialogue_scene|judgment,2,16,1,0,1,1,5,0,2,3,0,2,1
FS00718,39.21,4,V003-P011-C066-S000,10570,10580,21375,21395,11,723,16,41.5,narration,dialogue_scene|closure|explanation,2,28,2,1,1,1,2,0,12,0,3,6,0
FS00719,39.27,4,V003-P011-C066-S000,10581,10598,21397,21431,18,720,18,37.5,dialogue_scene,humor_aside|closure|narration,4,29,7,0,1,0,0,6,3,1,3,8,0
FS00720,39.32,4,V003-P011-C066-S000,10599,10618,21433,21471,20,723,22,36.0,turn,narration|dialogue_scene|humor_aside,6,21,2,0,4,1,4,2,5,0,1,2,0
FS00721,39.38,4,V003-P011-C066-S000,10619,10635,21473,21505,17,758,22,31.0,closure,turn|dialogue_scene|judgment,6,18,6,0,2,1,1,0,2,1,3,2,0
FS00722,39.43,4,V003-P011-C066-S000,10636,10649,21507,21533,14,726,19,37,inventory,turn|narration|humor_aside,6,22,2,0,3,1,3,2,2,0,1,0,8
FS00723,39.49,4,V003-P011-C066-S000,10650,10659,21535,21556,10,476,10,41.5,turn,narration|judgment|dialogue_scene,5,20,0,0,4,2,7,2,2,0,0,2,1
FS00724,39.54,4,V003-P011-C067-S000,10660,10678,21558,21594,19,736,21,36,turn,humor_aside|inventory|dialogue_scene,7,30,1,0,5,0,4,7,1,1,2,3,6
FS00725,39.6,4,V003-P011-C067-S000,10679,10695,21596,21628,17,753,23,31,dialogue_scene,turn|explanation|inventory,3,23,4,2,4,0,1,0,1,1,0,8,2
FS00726,39.65,4,V003-P011-C067-S000,10696,10709,21630,21656,14,694,16,47.5,character,dialogue_scene|explanation|judgment,1,13,2,1,0,1,0,1,2,4,0,2,0
FS00727,39.71,4,V003-P011-C067-S000,10710,10721,21658,21680,12,700,15,44,humor_aside,turn|dialogue_scene|narration,7,27,2,1,3,1,2,6,4,0,2,4,2
FS00728,39.76,4,V003-P011-C067-S000,10722,10743,21682,21724,22,760,20,33.0,dialogue_scene,turn|explanation|judgment,3,19,1,2,3,2,1,2,0,0,1,6,1
FS00729,39.81,4,V003-P011-C067-S000,10744,10767,21726,21772,24,724,24,24.5,dialogue_scene,turn|humor_aside|narration,6,36,1,0,5,1,4,5,4,1,0,12,3
FS00730,39.87,4,V003-P011-C067-S000,10768,10786,21774,21810,19,755,21,32,turn,dialogue_scene|narration,5,13,0,0,4,0,5,0,1,0,0,3,0
FS00731,39.92,4,V003-P011-C067-S000,10787,10803,21812,21844,17,750,21,35,closure,explanation|judgment|narration,4,17,2,2,0,2,4,0,1,2,3,1,0
FS00732,39.98,4,V003-P011-C067-S000,10804,10821,21846,21880,18,718,18,39.0,turn,closure|dialogue_scene|humor_aside,7,19,3,0,6,0,3,2,1,0,2,2,0
FS00733,40.03,4,V003-P011-C067-S000,10822,10852,21882,21942,31,752,29,22,dialogue_scene,narration|inventory|judgment,1,29,2,0,1,2,2,0,5,0,0,14,3
FS00734,40.09,5,V003-P011-C067-S000,10853,10885,21944,22008,33,737,29,20,dialogue_scene,narration|humor_aside|explanation,1,44,4,1,1,1,2,2,3,0,0,30,0
FS00735,40.14,5,V003-P011-C067-S000,10886,10908,22010,22054,23,742,24,30.5,dialogue_scene,narration|turn|closure,6,32,5,1,3,1,4,2,5,1,3,5,2
FS00736,40.2,5,V003-P011-C067-S000,10909,10929,22056,22096,21,710,23,28,dialogue_scene,character|humor_aside|explanation,1,17,1,1,1,0,2,2,1,2,1,6,0
FS00737,40.25,5,V003-P011-C067-S000,10930,10954,22098,22146,25,755,23,28,dialogue_scene,narration|judgment|turn,3,38,4,0,3,3,4,4,6,1,1,9,3
FS00738,40.31,5,V003-P011-C067-S000,10955,10985,22148,22208,31,710,25,23,dialogue_scene,narration|judgment|turn,2,39,7,0,1,1,3,0,3,0,1,23,0
FS00739,40.36,5,V003-P011-C068-S000,10986,11009,22213,22259,24,725,25,18,dialogue_scene,judgment|turn|narration,3,25,4,0,3,3,4,2,1,0,0,8,0
FS00740,40.42,5,V003-P011-C068-S000,11010,11040,22261,22321,31,710,28,22.5,dialogue_scene,inventory|judgment|turn,2,27,6,0,1,1,0,0,0,0,0,17,2
FS00741,40.47,5,V003-P011-C068-S000,11041,11068,22323,22377,28,742,23,30,dialogue_scene,judgment|turn|narration,3,32,4,0,2,2,1,0,3,1,0,19,0
FS00742,40.52,5,V003-P011-C068-S000,11069,11090,22379,22421,22,752,20,32.5,dialogue_scene,character|closure|humor_aside,0,30,4,0,1,1,2,2,1,2,2,14,1
FS00743,40.58,5,V003-P011-C068-S000,11091,11114,22423,22469,24,749,26,19.5,dialogue_scene,humor_aside|closure|explanation,4,35,3,2,1,1,3,4,3,1,3,12,2
FS00744,40.63,5,V003-P011-C068-S000,11115,11139,22471,22519,25,741,21,35,dialogue_scene,judgment|closure|narration,5,34,9,1,1,3,2,0,2,0,3,12,1
FS00745,40.69,5,V003-P011-C068-S000,11140,11161,22521,22563,22,732,18,29.5,dialogue_scene,turn|explanation|narration,3,33,3,2,3,1,3,1,2,1,0,17,0
FS00746,40.74,5,V003-P011-C068-S000,11162,11177,22565,22595,16,752,18,46.5,turn,dialogue_scene|judgment|narration,3,17,0,0,3,2,4,2,1,1,0,4,0
FS00747,40.8,5,V003-P011-C068-S000,11178,11189,22597,22619,12,704,16,43.5,humor_aside,turn|dialogue_scene|explanation,2,17,3,1,2,1,0,4,2,1,1,2,0
FS00748,40.85,5,V003-P011-C068-S000,11190,11206,22621,22653,17,679,16,39.0,closure,dialogue_scene|turn|character,2,15,4,0,1,0,0,0,1,1,4,4,0
FS00749,40.91,5,V003-P011-C068-S000,11207,11222,22655,22685,16,707,18,28.0,dialogue_scene,explanation|humor_aside|narration,2,20,3,1,0,0,1,2,2,0,1,10,0
FS00750,40.96,5,V003-P011-C068-S000,11223,11238,22687,22717,16,716,16,31.0,humor_aside,narration|turn|judgment,6,32,5,0,4,2,3,6,9,1,0,2,0
FS00751,41.02,5,V003-P011-C068-S000,11239,11255,22719,22751,17,745,23,31,dialogue_scene,humor_aside|turn|character,3,16,3,0,2,0,0,4,1,1,1,4,0
FS00752,41.07,5,V003-P011-C068-S000,11256,11271,22753,22783,16,717,20,35.5,turn,humor_aside|closure|narration,7,20,0,0,5,1,4,4,1,1,3,0,1
FS00753,41.13,5,V003-P011-C068-S000,11272,11297,22785,22835,26,751,20,34.5,humor_aside,dialogue_scene|narration|closure,1,44,6,1,0,1,0,24,5,1,2,4,0
FS00754,41.18,5,V003-P011-C068-S000,11298,11308,22837,22857,11,721,16,45.0,narration,humor_aside|inventory|explanation,3,30,3,1,0,0,4,4,14,0,1,0,3
FS00755,41.23,5,V003-P011-C068-S000,11309,11318,22859,22880,10,498,11,40,dialogue_scene,humor_aside|character|explanation,3,24,1,1,0,0,3,6,0,3,1,8,1
FS00756,41.29,5,V003-P011-C069-S000,11319,11333,22882,22910,15,746,16,50.5,turn,narration|closure|character,3,11,1,0,2,0,1,0,4,1,2,0,0
FS00757,41.34,5,V003-P011-C069-S000,11334,11363,22912,22970,30,733,32,25.5,dialogue_scene,turn|humor_aside|narration,7,38,2,1,5,0,3,4,2,1,2,17,1
FS00758,41.4,5,V003-P011-C069-S000,11364,11380,22972,23004,17,723,16,47.0,turn,dialogue_scene|judgment|humor_aside,7,21,0,0,6,2,2,2,1,1,1,6,0
FS00759,41.45,5,V003-P011-C069-S000,11381,11397,23006,23038,17,748,20,34.5,dialogue_scene,turn|humor_aside|explanation,4,23,1,2,3,1,1,4,2,1,2,6,0
FS00760,41.51,5,V003-P011-C069-S000,11398,11417,23040,23078,20,749,21,29,humor_aside,dialogue_scene|explanation|judgment,2,19,3,1,0,1,2,6,1,1,0,4,0
FS00761,41.56,5,V003-P011-C069-S000,11418,11439,23080,23122,22,700,21,25,humor_aside,dialogue_scene|turn|judgment,8,29,1,1,4,2,4,8,1,0,2,6,0
FS00762,41.62,5,V003-P011-C070-S000,11440,11462,23127,23171,23,741,23,35,turn,dialogue_scene|humor_aside|narration,5,22,5,0,3,0,3,4,2,0,0,4,1
FS00763,41.67,5,V003-P011-C070-S000,11463,11478,23173,23203,16,737,19,35,turn,judgment|narration|closure,7,23,3,0,5,4,1,2,5,0,2,1,0
FS00764,41.73,5,V003-P011-C070-S000,11479,11492,23205,23231,14,729,14,53.0,narration,dialogue_scene|humor_aside|judgment,1,32,5,0,2,2,0,4,13,0,0,4,2
FS00765,41.78,5,V003-P011-C070-S000,11493,11513,23233,23273,21,746,22,29.5,dialogue_scene,narration|judgment|humor_aside,3,21,2,0,1,2,3,2,4,0,0,6,1
FS00766,41.84,5,V003-P011-C070-S000,11514,11529,23275,23305,16,724,20,29.5,humor_aside,turn|dialogue_scene|explanation,1,13,1,1,2,0,0,4,2,1,0,2,0
FS00767,41.89,5,V003-P011-C070-S000,11530,11543,23307,23336,14,470,14,27.0,turn,dialogue_scene|humor_aside|judgment,3,14,0,0,4,1,1,2,1,1,0,4,0
FS00768,41.94,5,V003-P011-C071-S000,11544,11558,23338,23366,15,707,18,43.5,judgment,humor_aside|character|closure,5,20,0,1,1,3,3,4,0,3,3,0,2
FS00769,42.0,5,V003-P011-C071-S000,11559,11587,23368,23424,29,744,29,22,dialogue_scene,turn|character|judgment,4,24,2,0,3,2,0,2,4,3,1,6,1
FS00770,42.05,5,V003-P011-C071-S000,11588,11610,23426,23470,23,726,23,28,judgment,dialogue_scene|humor_aside|narration,1,14,1,0,1,3,2,2,1,0,1,2,1
FS00771,42.11,5,V003-P011-C071-S000,11611,11635,23472,23520,25,732,25,25,dialogue_scene,turn|explanation|humor_aside,6,39,3,1,5,1,2,2,0,1,0,24,0
FS00772,42.16,5,V003-P011-C071-S000,11636,11658,23522,23566,23,760,22,35.0,turn,dialogue_scene|character|judgment,4,20,4,0,6,1,1,0,1,2,0,4,1
FS00773,42.22,5,V003-P011-C071-S000,11659,11679,23568,23608,21,754,24,32.0,dialogue_scene,turn|explanation|humor_aside,3,44,7,3,4,1,0,4,0,0,1,23,1
FS00774,42.27,5,V003-P011-C071-S000,11680,11699,23610,23648,20,733,24,32.0,turn,explanation|dialogue_scene|judgment,4,15,2,2,4,1,1,0,2,0,1,2,0
FS00775,42.33,5,V003-P011-C071-S000,11700,11721,23650,23692,22,735,21,28,dialogue_scene,turn|judgment|humor_aside,5,30,2,0,4,3,3,4,2,1,0,11,0
FS00776,42.38,5,V003-P011-C071-S000,11722,11747,23694,23744,26,729,28,20.0,dialogue_scene,humor_aside|narration|turn,5,27,1,0,2,0,4,6,3,0,2,8,1
FS00777,42.44,5,V003-P011-C071-S000,11748,11760,23746,23773,13,462,14,31.5,closure,humor_aside|judgment|inventory,1,7,0,0,0,1,0,2,1,0,2,0,1
FS00778,42.49,5,V003-P011-C072-S000,11761,11779,23775,23811,19,689,20,28.0,humor_aside,narration|dialogue_scene|turn,5,24,2,0,2,0,2,6,7,0,2,3,0
