slice_id,position_pct,position_decile,section_key,start_para,end_para,start_line,end_line,paragraph_count,char_len_no_punct,sentence_count,median_sentence_len,primary_function,secondary_functions,transition_hits,marker_hits,direct_reader_hits,plain_translation_hits,turn_hits,judgment_hits,scene_hits,humor_hits,fact_anchor_hits,character_pressure_hits,closure_hits,dialogue_hits,inventory_hits
FS01478,80.72,9,V006-P017-C125-S000,23730,23752,47890,47934,23,743,24,26.0,dialogue_scene,humor_aside|narration|explanation,4,23,3,1,0,0,2,6,4,0,0,6,1
FS01479,80.78,9,V006-P017-C125-S000,23753,23776,47936,47982,24,715,24,28.0,turn,closure|dialogue_scene|judgment,6,16,0,0,6,1,2,0,1,1,2,2,1
FS01480,80.83,9,V006-P017-C125-S000,23777,23803,47984,48036,27,732,25,34,closure,explanation|humor_aside|narration,10,44,12,3,2,2,4,5,5,2,5,4,0
FS01481,80.88,9,V006-P017-C125-S000,23804,23835,48038,48100,32,759,24,29.5,dialogue_scene,humor_aside|narration|turn,8,52,8,1,3,2,7,6,4,1,2,17,1
FS01482,80.94,9,V006-P017-C125-S000,23836,23848,48102,48131,13,511,15,31,humor_aside,narration|turn|character,3,19,0,0,2,1,3,4,5,2,2,0,0
FS01483,80.99,9,V006-P018-C126-S000,23849,23871,48133,48177,23,749,26,26.5,humor_aside,narration|closure|inventory,2,27,1,0,1,1,1,10,7,1,2,1,2
FS01484,81.05,9,V006-P018-C126-S000,23872,23894,48179,48223,23,758,24,23.5,explanation,dialogue_scene|narration|turn,7,38,3,5,3,2,4,4,8,0,2,6,1
FS01485,81.1,9,V006-P018-C126-S000,23895,23920,48225,48275,26,760,30,22.5,humor_aside,judgment|narration|explanation,4,21,0,1,1,3,2,6,5,1,2,0,0
FS01486,81.16,9,V006-P018-C126-S000,23921,23944,48277,48323,24,721,28,23.5,closure,narration|inventory|humor_aside,7,27,2,0,1,1,2,2,7,1,7,1,3
FS01487,81.21,9,V006-P018-C126-S000,23945,23964,48325,48363,20,689,26,25.0,humor_aside,judgment|closure|dialogue_scene,8,24,4,1,1,3,4,6,0,0,3,2,0
FS01488,81.27,9,V006-P018-C126-S000,23965,23985,48365,48405,21,739,22,31.5,inventory,dialogue_scene|narration|turn,2,16,0,0,1,0,3,0,2,0,1,4,5
FS01489,81.32,9,V006-P018-C126-S000,23986,24013,48407,48461,28,752,26,25.5,dialogue_scene,narration|closure|humor_aside,3,17,1,0,0,0,2,2,3,0,2,7,0
FS01490,81.38,9,V006-P018-C126-S000,24014,24037,48463,48509,24,753,28,24.5,turn,narration|dialogue_scene|judgment,8,30,5,0,6,2,8,2,1,1,0,4,1
FS01491,81.43,9,V006-P018-C126-S000,24038,24059,48511,48553,22,726,22,33.0,turn,judgment|character|closure,7,15,0,0,4,2,0,2,1,2,2,0,2
FS01492,81.49,9,V006-P018-C126-S000,24060,24087,48555,48609,28,759,32,23.5,humor_aside,character|judgment|turn,7,22,2,1,2,2,0,6,2,3,2,0,2
FS01493,81.54,9,V006-P018-C126-S000,24088,24110,48611,48655,23,744,24,28.5,narration,explanation|turn|character,4,18,1,2,2,1,1,0,6,2,1,2,0
FS01494,81.59,9,V006-P018-C126-S000,24111,24129,48657,48696,19,470,19,26,humor_aside,narration|turn,2,8,0,0,1,0,0,4,3,0,0,0,0
FS01495,81.65,9,V006-P018-C127-S000,24130,24148,48698,48734,19,753,25,28,humor_aside,narration|turn|closure,8,25,1,0,2,1,3,10,5,0,2,0,1
FS01496,81.7,9,V006-P018-C127-S000,24149,24170,48736,48778,22,722,26,23.5,dialogue_scene,narration|inventory|closure,4,26,1,1,1,1,1,2,8,1,2,5,3
FS01497,81.76,9,V006-P018-C127-S000,24171,24196,48780,48830,26,722,25,26,dialogue_scene,humor_aside|closure|judgment,5,34,1,0,1,2,1,8,5,2,5,8,1
FS01498,81.81,9,V006-P018-C127-S000,24197,24221,48832,48880,25,757,21,35,dialogue_scene,turn|narration|closure,3,35,7,0,2,0,1,0,3,0,1,21,0
FS01499,81.87,9,V006-P018-C127-S000,24222,24244,48882,48926,23,713,22,31.0,character,judgment|turn|dialogue_scene,7,26,1,1,3,4,4,0,1,6,0,4,2
FS01500,81.92,9,V006-P018-C127-S000,24245,24270,48928,48978,26,735,26,26.5,turn,humor_aside|dialogue_scene|narration,5,21,2,1,3,0,1,4,4,2,1,3,0
FS01501,81.98,9,V006-P018-C127-S000,24271,24288,48980,49014,18,738,26,22.0,humor_aside,judgment|character|narration,4,24,0,0,1,3,2,10,3,4,1,0,0
FS01502,82.03,9,V006-P018-C127-S000,24289,24310,49016,49058,22,749,26,31.0,narration,dialogue_scene|humor_aside|closure,2,30,6,0,1,1,2,4,8,0,3,4,1
FS01503,82.09,9,V006-P018-C127-S000,24311,24327,49060,49092,17,742,17,35,turn,judgment|narration|closure,10,20,1,1,4,3,4,2,1,1,2,1,0
FS01504,82.14,9,V006-P018-C127-S000,24328,24347,49094,49132,20,740,24,29.5,narration,explanation|closure|inventory,10,32,2,2,2,2,7,2,5,2,3,2,3
FS01505,82.2,9,V006-P018-C127-S000,24348,24365,49134,49168,18,735,20,38.0,humor_aside,explanation|judgment|turn,4,13,1,1,1,1,0,6,2,0,0,0,1
FS01506,82.25,9,V006-P018-C127-S000,24366,24385,49170,49208,20,749,25,25,closure,narration|turn|humor_aside,5,23,3,0,2,1,6,2,1,1,5,0,2
FS01507,82.3,9,V006-P018-C127-S000,24386,24405,49210,49248,20,752,22,29.0,turn,dialogue_scene|character|closure,7,28,13,1,3,1,1,0,1,2,2,4,0
FS01508,82.36,9,V006-P018-C127-S000,24406,24424,49250,49286,19,746,18,46.5,humor_aside,turn|closure|dialogue_scene,5,20,4,0,3,1,2,6,0,0,2,2,0
FS01509,82.41,9,V006-P018-C127-S000,24425,24443,49288,49324,19,710,23,25,humor_aside,judgment|character|inventory,4,34,3,0,2,3,3,10,5,4,0,0,4
FS01510,82.47,9,V006-P018-C127-S000,24444,24459,49326,49356,16,737,22,33.0,humor_aside,narration|turn|closure,8,25,3,1,2,1,4,8,2,1,2,0,1
FS01511,82.52,9,V006-P018-C127-S000,24460,24489,49358,49416,30,742,27,21,dialogue_scene,turn|narration,7,29,5,0,6,0,3,0,1,0,0,14,0
FS01512,82.58,9,V006-P018-C127-S000,24490,24513,49418,49464,24,739,22,33.5,dialogue_scene,humor_aside|explanation|judgment,4,21,0,2,1,2,2,4,2,0,2,6,0
FS01513,82.63,9,V006-P018-C127-S000,24514,24533,49466,49504,20,694,23,30,judgment,turn|narration|character,6,35,9,1,4,5,4,0,5,3,1,3,0
FS01514,82.69,9,V006-P018-C127-S000,24534,24553,49506,49544,20,724,19,35,closure,judgment|narration|explanation,2,20,6,1,1,2,3,1,3,0,3,0,0
FS01515,82.74,9,V006-P018-C127-S000,24554,24570,49546,49578,17,744,22,33.5,turn,narration|closure|explanation,7,13,0,1,4,1,4,0,1,0,2,0,0
FS01516,82.8,9,V006-P018-C127-S000,24571,24583,49580,49604,13,731,18,43.0,humor_aside,turn|judgment|character,4,20,3,0,4,2,0,8,2,1,0,0,0
FS01517,82.85,9,V006-P018-C127-S000,24584,24597,49606,49635,14,469,13,31,closure,judgment|humor_aside|narration,8,19,0,1,1,3,2,2,2,0,8,0,0
FS01518,82.91,9,V006-P018-C128-S000,24598,24613,49637,49667,16,725,19,40,narration,character|explanation|turn,4,23,2,1,2,1,0,2,9,4,2,0,0
FS01519,82.96,9,V006-P018-C128-S000,24614,24633,49669,49707,20,757,21,35,humor_aside,judgment|narration|turn,8,33,2,2,3,4,0,10,9,0,1,0,2
FS01520,83.01,9,V006-P018-C128-S000,24634,24648,49709,49737,15,704,18,34.0,humor_aside,character|turn|narration,1,18,0,0,2,0,3,4,2,3,0,2,2
FS01521,83.07,9,V006-P018-C128-S000,24649,24671,49739,49783,23,756,23,30,character,narration|closure|inventory,5,27,0,0,0,2,1,2,9,5,4,1,3
FS01522,83.12,9,V006-P018-C128-S000,24672,24689,49785,49819,18,748,19,36,character,judgment|narration|closure,3,25,2,0,0,4,2,2,6,6,2,1,0
FS01523,83.18,9,V006-P018-C128-S000,24690,24710,49821,49861,21,758,22,33.5,closure,dialogue_scene|inventory|judgment,6,25,3,1,1,2,0,2,2,2,6,3,3
FS01524,83.23,9,V006-P018-C129-S000,24711,24729,49866,49902,19,736,21,34,closure,explanation|humor_aside|judgment,5,23,2,3,0,2,3,4,3,0,5,0,1
FS01525,83.29,9,V006-P018-C129-S000,24730,24749,49904,49942,20,757,22,31.5,narration,humor_aside|judgment|character,1,18,1,0,0,1,3,4,6,1,1,0,1
FS01526,83.34,9,V006-P018-C129-S000,24750,24766,49944,49976,17,721,18,32.5,humor_aside,judgment|turn|character,7,23,0,0,3,4,4,8,0,2,0,0,2
FS01527,83.4,9,V006-P018-C129-S000,24767,24782,49978,50008,16,731,24,30.5,humor_aside,explanation|closure|dialogue_scene,11,32,1,3,2,2,2,8,3,2,5,3,1
FS01528,83.45,9,V006-P018-C129-S000,24783,24801,50010,50046,19,752,19,43,humor_aside,turn|explanation|judgment,6,16,4,1,2,1,2,4,0,0,1,1,0
FS01529,83.51,9,V006-P018-C129-S000,24802,24824,50048,50092,23,754,24,31.0,humor_aside,dialogue_scene|closure|narration,6,24,0,0,2,0,4,7,2,2,3,4,0
FS01530,83.56,9,V006-P018-C129-S000,24825,24841,50094,50126,17,745,19,33,judgment,character|closure|humor_aside,5,24,0,1,2,4,2,3,3,4,3,0,2
FS01531,83.62,9,V006-P018-C129-S000,24842,24861,50128,50166,20,745,21,34,dialogue_scene,turn|closure|humor_aside,6,39,7,1,4,1,2,4,4,2,4,7,3
FS01532,83.67,9,V006-P018-C129-S000,24862,24878,50168,50200,17,741,23,32,dialogue_scene,humor_aside|judgment|turn,2,22,0,1,2,2,0,4,5,2,1,4,1
FS01533,83.72,9,V006-P018-C129-S000,24879,24894,50202,50232,16,740,20,38.5,explanation,narration|dialogue_scene|character,3,25,4,3,1,0,3,0,6,2,1,4,1
FS01534,83.78,9,V006-P018-C129-S000,24895,24914,50234,50272,20,700,22,26.5,dialogue_scene,explanation|character|narration,5,25,4,3,1,1,1,0,4,3,0,6,2
FS01535,83.83,9,V006-P018-C129-S000,24915,24932,50274,50308,18,757,26,24.5,character,dialogue_scene|explanation|inventory,4,27,4,3,1,0,1,2,1,5,2,5,3
FS01536,83.89,9,V006-P018-C129-S000,24933,24955,50310,50354,23,754,29,26,turn,judgment|narration|closure,8,26,1,1,4,3,4,2,3,2,3,2,1
FS01537,83.94,9,V006-P018-C129-S000,24956,24976,50356,50396,21,760,28,22.5,narration,judgment|turn|dialogue_scene,7,25,3,0,3,3,2,0,10,1,0,2,1
FS01538,84.0,9,V006-P018-C129-S000,24977,24989,50398,50425,13,488,18,20.5,turn,narration|judgment|dialogue_scene,4,15,0,0,3,2,3,0,4,1,0,2,0
FS01539,84.05,9,V006-P018-C130-S000,24990,25004,50427,50455,15,735,25,24,explanation,closure|dialogue_scene|judgment,7,26,7,3,1,2,1,0,3,1,4,4,0
FS01540,84.11,9,V006-P018-C130-S000,25005,25023,50457,50493,19,756,21,36,judgment,explanation|closure|narration,4,16,3,2,1,3,0,0,3,1,2,0,1
FS01541,84.16,9,V006-P018-C130-S000,25024,25050,50495,50547,27,717,27,23,humor_aside,character|dialogue_scene|inventory,1,27,1,1,0,1,1,8,0,7,1,4,3
FS01542,84.22,9,V006-P018-C130-S000,25051,25067,50549,50581,17,724,19,35,humor_aside,dialogue_scene|explanation|judgment,2,34,0,3,0,1,1,14,2,1,1,10,1
FS01543,84.27,9,V006-P018-C130-S000,25068,25084,50583,50615,17,756,19,42,closure,judgment|narration|character,4,17,0,1,0,2,3,0,2,2,3,2,2
FS01544,84.33,9,V006-P018-C130-S000,25085,25102,50617,50651,18,735,21,29,judgment,turn|explanation|narration,5,14,0,1,2,4,2,1,1,1,1,0,1
FS01545,84.38,9,V006-P018-C130-S000,25103,25118,50653,50683,16,729,24,26.5,dialogue_scene,closure|narration|turn,6,24,2,1,2,1,3,2,3,0,3,5,2
FS01546,84.43,9,V006-P018-C130-S000,25119,25139,50685,50725,21,749,26,27.5,judgment,turn|closure|humor_aside,5,11,0,0,2,2,2,2,0,0,2,1,0
FS01547,84.49,9,V006-P018-C130-S000,25140,25163,50727,50773,24,760,29,26,character,dialogue_scene|explanation|closure,3,25,5,2,1,1,0,2,3,4,2,4,1
FS01548,84.54,9,V006-P018-C130-S000,25164,25184,50775,50815,21,724,25,25,character,narration|judgment|turn,3,21,6,0,1,1,4,0,3,5,0,1,0
FS01549,84.6,9,V006-P018-C130-S000,25185,25202,50817,50851,18,684,20,30.5,character,dialogue_scene|narration|explanation,2,25,7,1,1,1,1,0,3,5,1,5,0
FS01550,84.65,9,V006-P018-C130-S000,25203,25214,50853,50878,12,480,13,35,narration,humor_aside|character|inventory,0,14,3,0,0,0,5,2,2,1,0,0,1
FS01551,84.71,9,V006-P018-C131-S000,25215,25237,50880,50924,23,758,26,29.0,narration,turn|character|closure,7,28,0,0,3,1,5,2,12,2,2,0,1
FS01552,84.76,9,V006-P018-C131-S000,25238,25252,50926,50954,15,758,19,39,narration,inventory|turn,2,17,3,0,1,0,2,0,9,0,0,0,2
FS01553,84.82,9,V006-P018-C131-S000,25253,25271,50956,50992,19,726,24,30.5,narration,humor_aside|explanation|turn,3,23,0,2,2,0,0,4,12,0,1,1,1
FS01554,84.87,9,V006-P018-C131-S000,25272,25292,50994,51034,21,731,24,30.0,narration,explanation|judgment|turn,6,28,4,3,2,2,0,0,13,1,1,2,0
FS01555,84.93,9,V006-P018-C131-S000,25293,25314,51036,51078,22,695,21,32,dialogue_scene,narration|judgment|turn,3,18,1,0,1,1,4,0,4,0,0,7,0
FS01556,84.98,9,V006-P018-C131-S000,25315,25336,51080,51122,22,752,23,27,narration,humor_aside|closure|dialogue_scene,5,33,2,1,1,0,3,6,15,0,3,2,0
FS01557,85.04,9,V006-P018-C131-S000,25337,25356,51124,51162,20,708,21,31,character,judgment|narration|closure,3,15,0,0,1,2,2,1,3,3,2,0,1
FS01558,85.09,9,V006-P018-C131-S000,25357,25380,51164,51210,24,759,21,30,dialogue_scene,closure|inventory|turn,4,34,3,1,2,1,2,2,3,1,3,13,3
FS01559,85.14,9,V006-P018-C131-S000,25381,25411,51212,51272,31,731,25,26,dialogue_scene,character|humor_aside|explanation,2,37,5,1,0,1,0,2,1,2,1,23,1
FS01560,85.2,9,V006-P018-C131-S000,25412,25434,51274,51318,23,703,26,25.5,turn,closure|character|dialogue_scene,6,17,0,1,3,1,1,2,1,2,4,2,0
FS01561,85.25,9,V006-P018-C131-S000,25435,25459,51320,51368,25,758,28,24.0,humor_aside,turn|explanation|judgment,4,10,0,1,2,1,1,4,0,0,1,0,0
FS01562,85.31,9,V006-P018-C131-S000,25460,25476,51370,51405,17,461,18,24.5,dialogue_scene,closure|narration,0,5,1,0,0,0,0,0,0,0,1,3,0
FS01563,85.36,9,V006-P018-C132-S000,25477,25503,51407,51459,27,736,28,25.5,humor_aside,dialogue_scene|judgment|closure,1,25,4,0,0,1,1,12,0,0,1,6,0
FS01564,85.42,9,V006-P018-C132-S000,25504,25523,51461,51499,20,760,22,34.5,dialogue_scene,closure|turn|explanation,6,24,5,1,2,1,1,0,0,1,3,9,1
FS01565,85.47,9,V006-P018-C132-S000,25524,25551,51501,51555,28,742,29,21,dialogue_scene,turn|humor_aside|character,5,26,2,1,3,0,2,4,0,2,1,10,1
FS01566,85.53,9,V006-P018-C132-S000,25552,25577,51557,51607,26,747,23,31,dialogue_scene,humor_aside|closure|inventory,3,31,4,0,1,0,2,6,1,0,3,12,2
FS01567,85.58,9,V006-P018-C132-S000,25578,25598,51609,51649,21,739,21,31,closure,dialogue_scene|explanation|narration,6,12,1,1,0,0,1,0,1,0,4,4,0
FS01568,85.64,9,V006-P018-C132-S000,25599,25624,51651,51701,26,751,24,30.0,dialogue_scene,turn|humor_aside|closure,7,27,3,1,4,0,3,4,0,0,2,8,2
FS01569,85.69,9,V006-P018-C132-S000,25625,25641,51703,51735,17,758,22,32.0,humor_aside,explanation|turn|narration,2,7,2,1,1,0,1,2,0,0,0,0,0
FS01570,85.75,9,V006-P018-C132-S000,25642,25669,51737,51791,28,734,26,23.5,dialogue_scene,closure|inventory|explanation,3,12,0,1,0,0,0,0,1,0,2,6,2
FS01571,85.8,9,V006-P018-C132-S000,25670,25686,51793,51828,17,462,16,26.5,dialogue_scene,explanation|judgment|narration,4,17,2,1,1,1,0,0,3,1,1,7,0
FS01572,85.85,9,V006-P018-C133-S000,25687,25705,51830,51866,19,739,20,32.5,humor_aside,narration|dialogue_scene|explanation,5,26,0,1,1,1,0,6,11,0,1,4,1
FS01573,85.91,9,V006-P018-C133-S000,25706,25727,51868,51910,22,745,23,27,closure,turn|character|dialogue_scene,14,27,0,0,4,1,2,0,4,4,7,3,2
FS01574,85.96,9,V006-P018-C133-S000,25728,25751,51912,51958,24,748,24,26.0,explanation,humor_aside|dialogue_scene|judgment,2,22,1,3,1,2,0,4,6,1,0,3,1
FS01575,86.02,9,V006-P018-C133-S000,25752,25776,51960,52008,25,758,28,24.5,humor_aside,judgment|character|dialogue_scene,3,18,1,0,1,2,2,4,2,2,1,2,1
FS01576,86.07,9,V006-P018-C133-S000,25777,25801,52010,52058,25,750,26,21.0,humor_aside,turn|character|dialogue_scene,2,18,0,1,2,0,4,6,0,2,0,2,1
FS01577,86.13,9,V006-P018-C133-S000,25802,25817,52060,52090,16,680,17,35,humor_aside,explanation|narration|turn,5,19,0,2,1,0,3,10,0,1,0,1,1
FS01578,86.18,9,V006-P018-C133-S000,25818,25834,52092,52124,17,737,21,34,narration,judgment|closure|dialogue_scene,2,28,5,0,0,2,5,0,9,1,2,2,2
FS01579,86.24,9,V006-P018-C133-S000,25835,25860,52126,52176,26,746,27,26,dialogue_scene,explanation|turn|closure,6,22,3,3,3,0,1,2,2,0,2,6,0
FS01580,86.29,9,V006-P018-C133-S000,25861,25883,52178,52222,23,760,24,27.0,turn,narration|dialogue_scene|judgment,7,32,1,0,5,3,5,4,6,0,3,5,0
FS01581,86.35,9,V006-P018-C133-S000,25884,25899,52224,52254,16,535,14,38.0,dialogue_scene,turn|humor_aside|narration,3,20,4,0,3,0,3,2,1,0,0,6,1
FS01582,86.4,9,V006-P018-C134-S000,25900,25919,52259,52297,20,734,20,32.5,explanation,humor_aside|inventory|narration,1,17,7,2,0,0,2,2,2,0,0,0,2
FS01583,86.46,9,V006-P018-C134-S000,25920,25937,52299,52333,18,755,22,30.5,dialogue_scene,humor_aside|character|closure,1,19,1,1,0,1,0,4,1,3,2,5,1
FS01584,86.51,9,V006-P018-C134-S000,25938,25959,52335,52377,22,735,24,29.5,turn,dialogue_scene|judgment|humor_aside,5,22,1,1,5,2,1,2,2,0,1,5,2
FS01585,86.56,9,V006-P018-C134-S000,25960,25981,52379,52421,22,748,21,34,dialogue_scene,turn|character|humor_aside,3,24,1,0,3,1,1,2,0,4,1,10,1
FS01586,86.62,9,V006-P018-C134-S000,25982,25998,52423,52455,17,752,19,38,character,explanation|turn|closure,9,23,1,4,3,0,1,2,1,7,2,2,0
FS01587,86.67,9,V006-P018-C134-S000,25999,26017,52457,52493,19,752,19,40,turn,closure|humor_aside|narration,5,20,0,0,3,1,3,4,2,0,4,2,1
FS01588,86.73,9,V006-P018-C134-S000,26018,26040,52495,52539,23,720,25,25,turn,closure|dialogue_scene|narration,5,12,1,0,3,0,4,0,0,0,2,2,0
FS01589,86.78,9,V006-P018-C134-S000,26041,26062,52541,52583,22,740,21,31,turn,narration|character|closure,7,16,0,0,4,0,5,0,2,2,2,0,1
FS01590,86.84,9,V006-P018-C134-S000,26063,26078,52585,52618,16,476,16,30.0,character,turn|narration|humor_aside,3,17,2,0,2,1,3,2,2,4,1,0,0
FS01591,86.89,9,V006-P018-C135-S000,26079,26098,52620,52658,20,748,20,36.0,turn,closure|dialogue_scene|narration,6,21,4,0,3,0,4,0,1,0,4,4,1
FS01592,86.95,9,V006-P018-C135-S000,26099,26115,52660,52692,17,743,17,41,humor_aside,dialogue_scene|closure|narration,4,21,1,0,1,0,2,8,1,0,3,4,1
FS01593,87.0,9,V006-P018-C135-S000,26116,26137,52694,52736,22,753,20,41.0,dialogue_scene,turn|humor_aside|inventory,2,27,2,0,3,2,2,4,2,1,2,6,3
FS01594,87.06,9,V006-P018-C135-S000,26138,26151,52738,52771,14,473,14,26.0,judgment,turn|dialogue_scene|narration,3,12,0,0,2,3,3,0,1,1,0,2,0
FS01595,87.11,9,V007-P019-C136-S000,26152,26171,52773,52811,20,730,21,36,humor_aside,turn|closure|narration,5,12,0,0,2,0,0,6,2,0,2,0,0
FS01596,87.17,9,V007-P019-C136-S000,26172,26193,52813,52855,22,739,22,30.0,humor_aside,closure|explanation|turn,5,24,3,2,2,1,0,4,4,2,3,2,1
FS01597,87.22,9,V007-P019-C136-S000,26194,26212,52857,52893,19,741,20,38.0,humor_aside,closure|dialogue_scene|narration,3,14,1,0,0,0,1,6,0,0,4,2,0
FS01598,87.27,9,V007-P019-C136-S000,26213,26233,52895,52935,21,755,23,31,humor_aside,turn|narration|closure,9,37,7,1,3,0,3,12,5,0,3,2,1
FS01599,87.33,9,V007-P019-C136-S000,26234,26252,52937,52973,19,746,21,33,turn,closure|humor_aside|explanation,5,16,4,1,3,0,2,2,0,1,2,0,1
FS01600,87.38,9,V007-P019-C136-S000,26253,26274,52975,53017,22,750,20,31.0,turn,inventory|dialogue_scene|humor_aside,7,29,6,0,5,1,3,4,1,0,0,4,5
FS01601,87.44,9,V007-P019-C136-S000,26275,26291,53019,53051,17,731,19,36,turn,explanation|closure|humor_aside,9,24,6,3,8,1,1,2,0,0,3,0,0
FS01602,87.49,9,V007-P019-C136-S000,26292,26314,53053,53097,23,749,22,28.5,turn,closure|dialogue_scene|humor_aside,7,23,4,0,3,1,2,2,1,0,4,4,2
FS01603,87.55,9,V007-P019-C136-S000,26315,26328,53099,53128,14,467,15,26,turn,judgment|character|inventory,2,7,0,0,2,1,2,0,0,1,0,0,1
FS01604,87.6,9,V007-P019-C137-S000,26329,26350,53130,53172,22,753,22,29.0,explanation,character|humor_aside|turn,7,21,1,3,2,1,2,3,2,3,1,2,1
FS01605,87.66,9,V007-P019-C137-S000,26351,26367,53174,53206,17,760,19,33,turn,dialogue_scene|humor_aside|closure,5,20,0,1,3,0,2,4,1,1,3,4,1
FS01606,87.71,9,V007-P019-C137-S000,26368,26386,53208,53244,19,757,19,38,turn,judgment|humor_aside|character,4,10,0,0,3,2,2,2,0,1,0,0,0
FS01607,87.77,9,V007-P019-C137-S000,26387,26408,53246,53288,22,744,25,23,closure,turn|dialogue_scene|humor_aside,3,12,0,0,2,1,1,2,0,0,3,2,1
FS01608,87.82,9,V007-P019-C137-S000,26409,26429,53290,53330,21,742,24,24.0,humor_aside,dialogue_scene|judgment|narration,3,36,3,1,0,3,1,9,6,1,3,8,1
FS01609,87.88,9,V007-P019-C137-S000,26430,26445,53332,53362,16,729,18,38.0,humor_aside,judgment|turn|explanation,4,23,0,1,2,2,2,10,2,1,1,2,0
FS01610,87.93,9,V007-P019-C137-S000,26446,26465,53364,53402,20,744,20,37.0,inventory,dialogue_scene|humor_aside|narration,1,17,1,0,1,1,1,2,3,1,0,3,4
FS01611,87.98,9,V007-P019-C137-S000,26466,26483,53404,53438,18,691,12,48.0,turn,dialogue_scene|inventory|narration,6,20,0,0,3,0,2,1,3,2,2,4,3
FS01612,88.04,9,V007-P019-C137-S000,26484,26500,53440,53472,17,727,20,34.5,humor_aside,explanation|dialogue_scene|inventory,3,19,1,2,1,1,1,6,1,1,1,2,2
FS01613,88.09,9,V007-P019-C137-S000,26501,26525,53474,53522,25,751,26,29.5,turn,humor_aside|narration|closure,4,21,3,0,4,0,0,4,7,1,2,0,0
FS01614,88.15,9,V007-P019-C137-S000,26526,26545,53524,53562,20,727,21,37,narration,turn|explanation|judgment,5,26,0,2,3,2,0,2,11,0,2,2,2
FS01615,88.2,9,V007-P019-C137-S000,26546,26566,53564,53604,21,721,21,37,narration,turn|character|closure,5,29,0,0,3,1,2,2,14,3,2,1,1
FS01616,88.26,9,V007-P019-C137-S000,26567,26593,53606,53658,27,740,25,30,dialogue_scene,turn|narration|humor_aside,5,31,3,0,4,1,2,4,8,1,0,7,1
FS01617,88.31,9,V007-P019-C137-S000,26594,26616,53660,53704,23,715,23,30,narration,turn|closure|explanation,6,25,0,1,5,1,4,0,11,0,2,0,1
FS01618,88.37,9,V007-P019-C137-S000,26617,26642,53706,53756,26,726,24,27.0,narration,dialogue_scene|humor_aside|turn,5,42,7,1,2,1,5,3,13,1,2,6,1
FS01619,88.42,9,V007-P019-C137-S000,26643,26665,53758,53807,23,486,22,21.5,dialogue_scene,judgment|narration|explanation,2,27,3,1,1,4,2,0,5,0,1,9,1
FS01620,88.48,9,V007-P020-C138-S000,26666,26695,53809,53867,30,740,27,26,dialogue_scene,inventory|humor_aside|narration,3,40,1,0,0,2,1,6,7,2,2,10,9
FS01621,88.53,9,V007-P020-C138-S000,26696,26721,53869,53919,26,754,29,21,judgment,explanation|dialogue_scene|humor_aside,5,32,2,3,1,6,1,4,6,2,3,4,0
FS01622,88.59,9,V007-P020-C138-S000,26722,26747,53921,53971,26,719,27,25,judgment,narration|humor_aside|turn,5,20,0,1,2,3,4,3,4,2,1,0,0
FS01623,88.64,9,V007-P020-C138-S000,26748,26769,53973,54015,22,728,24,26.5,narration,humor_aside|judgment|turn,7,28,0,1,2,3,6,5,6,0,1,2,2
FS01624,88.69,9,V007-P020-C138-S000,26770,26788,54017,54053,19,751,21,32,narration,judgment|turn|dialogue_scene,2,25,0,1,2,2,2,2,13,0,0,2,1
FS01625,88.75,9,V007-P020-C138-S000,26789,26807,54055,54091,19,748,22,26.5,character,narration|humor_aside|judgment,3,21,1,0,2,2,3,3,5,4,1,0,0
FS01626,88.8,9,V007-P020-C138-S000,26808,26831,54093,54139,24,730,22,26.0,turn,closure|narration|explanation,3,15,8,0,2,0,1,0,2,0,2,0,0
FS01627,88.86,9,V007-P020-C138-S000,26832,26855,54141,54187,24,753,24,31.0,humor_aside,dialogue_scene|judgment|explanation,3,22,2,1,1,3,2,6,1,0,1,5,0
FS01628,88.91,9,V007-P020-C138-S000,26856,26872,54189,54224,17,477,17,24,narration,judgment|turn|closure,3,13,1,0,2,2,2,0,5,0,1,0,0
FS01629,88.97,9,V007-P020-C139-S000,26873,26898,54226,54276,26,748,29,23,turn,narration|character|explanation,7,20,2,1,4,1,3,0,5,2,1,1,0
FS01630,89.02,9,V007-P020-C139-S000,26899,26925,54278,54330,27,647,27,22,dialogue_scene,turn|humor_aside|inventory,4,17,0,0,2,0,2,2,1,0,1,7,2
FS01631,89.08,9,V007-P020-C139-S000,26926,26948,54332,54376,23,709,24,24.0,humor_aside,judgment|narration|dialogue_scene,1,17,0,1,0,2,2,5,4,0,0,2,1
FS01632,89.13,9,V007-P020-C139-S000,26949,26972,54378,54424,24,741,26,22.5,narration,turn|dialogue_scene|explanation,5,29,4,2,3,0,4,2,7,1,1,4,1
FS01633,89.19,9,V007-P020-C139-S000,26973,27019,54426,54518,47,755,41,12,narration,turn|explanation,4,10,1,1,2,0,2,0,4,0,0,0,0
FS01634,89.24,9,V007-P020-C139-S000,27020,27049,54520,54578,30,715,31,24,humor_aside,turn|character|inventory,2,12,0,0,2,0,1,3,1,2,1,0,2
FS01635,89.3,9,V007-P020-C139-S000,27050,27074,54580,54628,25,740,25,22,turn,judgment|narration|dialogue_scene,6,22,2,1,4,2,4,2,2,0,1,2,2
